Player Name,Player ID,Format,Matches Played,Innings,Runs Scored,Batting Average,Strike Rate,Highest Score,Centuries,Half-Centuries,Fours,Sixes,Wickets Taken,Bowling Average,Economy Rate,Best Bowling,Five-Wicket Hauls,Catches,Stumpings,Primary Role,Team Name,Toss Decision,Result
Kusal Archer,8896,ODI,164,211,4781,26.19238361346026,148.15185848800735,31,26,91,245,33,17,10.88752387001992,1.8120339654865585,2/56,2,25,0,Batsman,Belgium,Bat,Draw
Sourav Muralitharan,8897,T20,105,74,5750,44.57593427206292,86.57341029071873,174,18,15,520,31,55,20.83063905226526,5.357947025648565,9/16,3,86,0,All-rounder,Croatia,Bowl,Win
Hasan de Kock,8898,ODI,3,277,1324,97.82046314749373,103.77224878669824,61,36,23,295,99,39,11.09684809868408,4.924093865356264,5/94,4,76,0,Batsman,England,Bat,Draw
Mohammad Afridi,8899,T20,141,61,342,22.34664844918682,19.660042238701124,225,35,85,155,81,239,22.23450188123637,7.641346545236679,9/35,4,24,0,Bowler,Pakistan,Bat,Draw
Brendan Smith,8900,T20,108,24,1642,37.17603280511899,103.5293572570504,143,28,19,608,93,0,0.0,0.0,9/44,9,132,31,Wicketkeeper,Jersey,Bat,Win
Tamim Mathews,8901,T20,132,23,3986,64.5390468123334,69.2220298458406,17,39,61,351,192,16,25.223768864654254,1.7186827046471755,1/91,4,11,0,Batsman,Zimbabwe,Bowl,Loss
AB Khan,8902,T20,136,258,3670,49.219552244659056,51.7676042665176,219,38,51,1671,248,16,10.28040783666622,4.106409983629094,0/35,1,38,0,Batsman,West Indies,Bowl,Draw
Aaron Jadeja,8903,T20,79,198,2998,37.76603254596896,96.31035636611148,233,42,77,292,52,0,0.0,0.0,1/60,9,76,41,Wicketkeeper,Italy,Bowl,Loss
Quinton Rauf,8904,ODI,46,53,4335,31.06878559956165,118.9072972186693,234,11,51,1745,98,0,0.0,0.0,4/18,8,53,21,Wicketkeeper,Hong Kong,Bowl,Win
David Mahmudullah,8905,ODI,58,139,6789,85.11223021831665,89.78281422531617,79,43,42,1478,66,25,16.828245804112356,2.91053819189693,1/25,8,91,0,Batsman,Italy,Bowl,Draw
Rafiqul Warne,8906,Test,167,271,4659,36.759297536882926,99.32849352729824,292,15,95,1297,157,0,0.0,0.0,3/94,3,184,39,Wicketkeeper,Bulgaria,Bat,Loss
Kieron Karunaratne,8907,Test,142,201,463,16.13538176633657,11.012382733668913,72,47,9,1135,58,355,20.33244529847377,4.863853899532206,0/73,2,36,0,Bowler,West Indies,Bat,Draw
Shaheen Smith,8908,T20,57,164,2502,46.646237028057925,122.09467499872378,99,30,65,715,160,56,31.6532952048304,5.152330414492203,0/61,5,19,0,All-rounder,Pakistan,Bowl,Loss
Mujeeb Khan,8909,ODI,22,92,1491,44.08526852883888,89.07881093895782,255,14,70,1475,15,199,20.074009689731835,6.551337945731001,4/50,0,2,0,All-rounder,India,Bat,Win
Rashid Foakes,8910,T20,112,23,1472,20.03327491088836,147.02295125190676,161,32,64,76,48,15,11.300990408846506,4.44999245545515,4/77,3,5,0,Batsman,Pakistan,Bowl,Win
Shane Azam,8911,T20,117,88,1342,44.32794904618213,79.63614529178668,292,14,14,1610,258,158,27.13544052327936,4.371399029728565,2/91,1,67,0,All-rounder,West Indies,Bat,Draw
Kieron Jayasuriya,8912,Test,143,182,9462,96.5404733555338,89.95757212178819,161,31,74,79,284,34,25.17339839877088,4.422640350877966,9/38,8,53,0,Batsman,Nepal,Bowl,Loss
Habibul Boult,8913,T20,4,283,704,20.085401010670704,19.92070373675652,128,21,83,1579,269,57,24.95531715609853,7.245804630379508,8/11,6,67,0,Bowler,Sri Lanka,Bat,Win
Rashid Wood,8914,T20,119,21,916,12.76359570635548,32.316571584962006,252,49,49,1101,234,112,21.942705742842755,7.827199811673392,7/68,8,44,0,Bowler,Sweden,Bowl,Win
Sourav Al Hasan,8915,ODI,134,49,1203,28.510197422193805,119.61062105780616,61,5,40,911,236,0,0.0,0.0,1/84,6,93,41,Wicketkeeper,England,Bat,Win
Brendan Warne,8916,Test,53,190,6070,71.03111094878811,87.20068226394415,142,29,59,435,196,22,17.42565956833434,3.8086298319706247,9/42,1,85,0,Batsman,India,Bowl,Loss
Jofra Gilchrist,8917,T20,117,205,149,14.088322675273714,61.38801813655485,222,40,32,1716,28,417,28.643186692747097,7.563272170336782,0/13,1,92,0,Bowler,Spain,Bowl,Win
Wanindu Archer,8918,T20,173,44,9596,50.29870917312128,113.67733572984623,13,16,51,1749,148,10,18.659591772460367,1.1253126909414335,3/98,7,9,0,Batsman,Afghanistan,Bat,Draw
Ravindra Dev,8919,ODI,127,128,6042,48.29826710628939,73.44856075808082,97,43,37,1809,240,133,22.374340593872425,4.557229108850487,3/64,8,65,0,All-rounder,Romania,Bowl,Win
Tamim Patel,8920,T20,64,189,6978,41.7547912576504,112.0670604231305,58,1,83,1959,283,218,21.79948102526552,5.694370729545488,5/78,5,93,0,All-rounder,Afghanistan,Bat,Draw
AB Starc,8921,ODI,69,170,4121,39.28574472162328,84.46296399615518,179,15,63,1212,184,0,0.0,0.0,7/57,2,166,26,Wicketkeeper,India,Bat,Loss
Kumar Smith,8922,T20,157,279,129,17.91360561658827,44.61612956021946,0,46,9,1816,184,212,24.626080195530584,4.813055621978323,3/49,8,88,0,Bowler,Czech Republic,Bat,Win
Wanindu Rabada,8923,ODI,16,201,2595,42.091864144378825,77.16717505782555,226,11,95,34,245,0,0.0,0.0,2/98,6,91,24,Wicketkeeper,India,Bat,Draw
Graham Khan,8924,Test,168,125,6796,68.53968711061657,127.34060448741414,144,46,99,582,105,28,25.69449415248105,4.175237180920888,1/90,0,14,0,Batsman,England,Bat,Loss
Rafiqul Zaman,8925,T20,42,292,345,24.17309687527485,26.87667354699416,132,44,49,211,21,258,27.87962290007817,6.390334485095883,4/27,8,36,0,Bowler,Afghanistan,Bowl,Win
Monank Rabada,8926,Test,57,16,8645,32.68642682692211,117.73257944779276,144,11,62,282,279,35,26.583945036017084,1.5159886329582708,3/66,1,31,0,Batsman,India,Bowl,Loss
Ravindra Gooch,8927,ODI,80,274,358,22.02192668873056,61.63870181658837,273,47,58,732,273,495,20.06257655239371,5.667132381657778,1/43,4,19,0,Bowler,India,Bat,Draw
Kieron Gavaskar,8928,T20,144,294,1236,32.89884776895681,79.78064358953719,46,38,11,137,73,0,0.0,0.0,5/57,6,68,36,Wicketkeeper,Sri Lanka,Bowl,Loss
AB Ali,8929,Test,34,20,2521,42.04933637839437,123.50851953170024,207,16,57,586,256,256,30.070286070589503,5.306148675887727,4/34,9,44,0,All-rounder,Bangladesh,Bowl,Loss
Rohit Labuschagne,8930,T20,22,19,1513,32.913537972269545,75.50523483255014,238,41,88,915,281,0,0.0,0.0,9/72,2,185,10,Wicketkeeper,Germany,Bat,Draw
Javed Sangakkara,8931,Test,96,13,3554,38.88917144863387,100.04845002138336,241,40,8,1696,32,262,32.5019450612626,3.305492814364974,8/91,8,22,0,All-rounder,Sri Lanka,Bat,Win
Kevin Azam,8932,T20,196,17,2943,24.49338826200525,141.91855593781048,103,5,48,1770,124,34,16.229347735310796,4.012073819454841,6/79,2,24,0,Batsman,India,Bowl,Win
Graeme Dravid,8933,Test,69,206,992,22.060267563654754,66.36530718004002,276,40,60,484,182,403,25.20188479271627,3.5947725798168046,4/31,1,77,0,Bowler,Sri Lanka,Bowl,Draw
Mitchell Ali,8934,ODI,126,30,1890,26.075413577905326,78.3648694127061,156,25,80,757,17,212,28.06438211240676,4.609173695658917,7/84,9,81,0,All-rounder,Italy,Bat,Draw
Jack Labuschagne,8935,ODI,37,299,1775,37.08661650757577,92.59799247441777,187,0,77,1228,119,0,0.0,0.0,3/17,2,53,45,Wicketkeeper,Bangladesh,Bat,Win
Wanindu Rahman,8936,Test,55,43,3742,25.112508589859377,88.49941147139864,173,15,87,1359,196,0,0.0,0.0,8/35,9,194,28,Wicketkeeper,Czech Republic,Bowl,Draw
Mitchell Guptill,8937,ODI,41,93,7012,81.2987108784719,101.3643039090384,99,45,50,1930,265,26,28.11530116691525,2.7657919984451675,0/39,5,79,0,Batsman,Bulgaria,Bat,Draw
KL Perera,8938,T20,61,66,6644,43.39923984555855,71.61415058830872,9,39,44,452,294,121,20.23962234027676,3.744315465911415,2/71,0,83,0,All-rounder,India,Bowl,Draw
Mujeeb van der Dussen,8939,Test,164,119,270,20.56179281206888,38.11296610522203,83,46,66,485,163,176,22.440549719016907,5.97236737541511,3/47,3,49,0,Bowler,Australia,Bat,Loss
Dhananjaya Rabada,8940,ODI,134,72,4729,58.23088807491597,54.71996429640649,52,15,79,834,142,37,19.30048975332572,1.4696545674428825,7/65,3,31,0,Batsman,Netherlands,Bat,Win
Temba Gayle,8941,T20,62,162,4016,41.25452234239902,99.84183756712854,126,45,17,698,130,62,32.747076677573844,6.6836690975613005,9/79,4,30,0,All-rounder,Italy,Bowl,Draw
Dimuth Williamson,8942,T20,179,269,2267,39.114386343903504,129.79733189641018,134,15,60,1985,89,203,25.38584856515574,6.732535682259453,1/47,9,81,0,All-rounder,France,Bat,Win
Wasim Sangakkara,8943,Test,30,218,134,18.3712692699046,42.07665858447219,285,38,49,1460,119,461,22.606422159997138,7.392950557805533,1/10,1,58,0,Bowler,India,Bat,Win
Ben Buttler,8944,T20,1,254,1792,43.27281810487655,105.02061002178914,54,28,13,421,100,283,24.42634690614564,5.914452095481609,7/21,0,20,0,All-rounder,Germany,Bat,Loss
Viv Khan,8945,ODI,51,59,3981,38.54764033565141,90.24968943951949,243,49,9,1161,161,0,0.0,0.0,0/69,8,68,30,Wicketkeeper,Italy,Bowl,Win
Aiden Azam,8946,T20,188,32,9902,36.44619860827234,64.96772968459882,64,48,73,5,297,30,15.443930383963654,2.7691156009354274,2/26,1,22,9,Batsman,Spain,Bat,Win
Mahela Netravalkar,8947,T20,63,120,6409,29.216847577525684,70.46284537180932,20,25,5,1236,264,205,27.90992084662071,6.262844356624928,5/31,7,49,0,All-rounder,India,Bowl,Loss
Wasim Botham,8948,ODI,95,2,963,16.56215349922856,63.610735998413375,262,29,2,1118,107,112,22.68009169340377,6.631965709755742,7/30,2,11,0,Bowler,England,Bowl,Loss
Hardik Waugh,8949,T20,54,118,499,16.345640016433386,66.28214491292161,299,32,85,929,269,344,26.942116501776525,7.936318762880337,4/40,7,63,0,Bowler,Austria,Bowl,Win
Brendon Jayasuriya,8950,T20,135,37,311,21.199076635469964,11.562155158346046,247,42,1,560,101,337,26.43300620506337,6.069362621672435,5/86,1,39,0,Bowler,Cyprus,Bowl,Win
Sunil Miandad,8951,T20,89,97,6043,53.15393288795466,141.00814060378343,142,19,75,1790,242,37,25.432834489513404,3.851331995032788,8/38,2,80,0,Batsman,India,Bowl,Loss
Shahid Masakadza,8952,T20,167,257,534,17.86850116827402,33.93637801188568,97,36,0,1823,32,84,28.578320319976854,3.3587400832741787,0/50,3,81,0,Bowler,Australia,Bowl,Draw
Mark Bavuma,8953,T20,131,128,3172,36.150865499196414,94.22066782939592,1,12,51,284,80,0,0.0,0.0,5/19,9,170,44,Wicketkeeper,United Arab Emirates,Bat,Loss
Wasim Rabada,8954,Test,155,156,933,10.4676548212644,54.681982419870415,130,7,12,377,84,73,22.649181836259164,5.841017790038558,7/56,9,25,11,Bowler,Sri Lanka,Bat,Draw
Jasprit Labuschagne,8955,T20,128,145,2653,39.85852126862655,66.88867089144124,175,31,31,501,262,0,0.0,0.0,2/82,8,189,43,Wicketkeeper,Czech Republic,Bat,Draw
Shakib Finch,8956,T20,63,57,233,25.717552409142947,31.84346183088789,46,17,24,448,295,131,26.06139219931479,6.159477719858779,6/57,2,57,17,Bowler,India,Bowl,Draw
Ian Markram,8957,ODI,52,70,3658,46.563301181389605,86.58664460150192,240,44,37,416,162,135,21.011311668011142,6.539519626684013,6/79,3,19,0,All-rounder,Switzerland,Bowl,Draw
Kieron Rahim,8958,Test,125,44,4727,90.25598487722448,134.26480438901814,26,40,4,741,198,16,21.991310669584365,4.670611645023165,8/92,3,89,0,Batsman,India,Bowl,Loss
Ricky Islam,8959,T20,145,212,6174,67.4015741515993,147.84353579700516,35,10,17,784,7,36,14.304269413673488,3.0007582518890974,2/41,9,50,0,Batsman,Australia,Bowl,Draw
Martin Smith,8960,ODI,50,175,360,26.297682366003382,37.448154153186,179,37,9,1121,41,66,25.12892982898964,5.567484023817326,2/54,2,61,0,Bowler,Germany,Bowl,Draw
Zaheer Patel,8961,T20,13,141,920,11.188245607564856,20.09392307117769,50,42,52,560,119,167,26.54849257624908,6.232609493730305,2/95,8,44,0,Bowler,Pakistan,Bat,Loss
Kevin Raza,8962,T20,32,76,4332,33.86956865120236,53.14845289538168,159,46,82,1679,132,0,0.0,0.0,3/62,9,115,19,Wicketkeeper,England,Bowl,Draw
Rishabh Ganguly,8963,Test,15,158,1938,82.52069951465457,90.55646745202762,257,13,33,134,4,24,25.86954812018457,4.943174958749134,3/76,3,1,0,Batsman,India,Bowl,Draw
Jack Khan,8964,ODI,52,85,685,14.444398020491144,15.640666119230426,16,39,29,1763,215,73,29.218724968575163,5.706094049492693,6/83,7,47,0,Bowler,Bangladesh,Bowl,Draw
Brendan Cummins,8965,ODI,31,18,2762,45.5013738859884,77.47493339176755,278,49,31,780,245,206,28.030168881687725,3.02164787923483,7/26,4,10,0,All-rounder,Sri Lanka,Bowl,Loss
Mohammad Afridi,8966,ODI,196,284,279,21.38321085175785,31.64843470450352,171,32,10,1747,125,158,23.02343806796746,7.885267660516294,4/21,5,84,0,Bowler,Malta,Bat,Loss
Dhananjaya Khan,8967,T20,52,42,9799,67.76960913099704,82.39046184254917,53,40,85,387,204,13,11.465094488720702,3.9089838768572673,6/91,2,17,0,Batsman,India,Bowl,Win
Aaron de Silva,8968,T20,46,134,1157,46.027812844351615,115.78574253689266,12,22,29,1342,213,19,15.064449767999283,1.1695154385327653,5/92,8,26,2,Batsman,Sweden,Bat,Win
Virat Patel,8969,Test,171,102,3089,37.07473891773283,69.72750449543456,201,6,0,1220,89,0,0.0,0.0,0/51,3,141,36,Wicketkeeper,Germany,Bowl,Win
Pat Ponting,8970,ODI,171,137,236,25.930077422365688,36.04371831664714,245,14,5,975,64,158,28.24865210019681,7.051313780703913,0/14,5,94,0,Bowler,Afghanistan,Bowl,Win
Glenn Botham,8971,T20,185,222,517,29.88539014188699,68.2293521112856,270,14,77,123,82,270,29.012880448226404,7.729215362524346,9/72,5,91,0,Bowler,New Zealand,Bowl,Win
Jack Tendulkar,8972,Test,135,229,8735,71.225329498281,57.76447024722759,227,8,55,1352,177,35,15.139680030671135,4.647797522484321,8/35,7,96,0,Batsman,Italy,Bat,Loss
Mitchell Root,8973,Test,54,294,606,23.43517047329727,18.50542573222988,61,20,66,746,179,291,29.97122856814368,5.272650920848871,7/33,9,22,0,Bowler,Germany,Bowl,Loss
Shane Karunaratne,8974,ODI,163,119,1434,39.06720136130788,101.96740281441905,200,36,57,1867,138,0,0.0,0.0,3/94,7,112,18,Wicketkeeper,India,Bat,Draw
Sourav Richards,8975,ODI,137,99,888,25.40065388668632,60.91264227710774,151,38,78,77,29,71,33.1282444100557,3.773823806828694,2/45,5,38,25,All-rounder,India,Bowl,Win
Ben Warner,8976,Test,7,159,8479,37.79641622157574,67.43846756173714,69,27,94,1806,173,15,16.45784595734002,2.063417368176601,9/35,0,84,0,Batsman,India,Bowl,Draw
Ali Ashraful,8977,ODI,69,239,731,24.80387123080997,28.80877634290781,188,43,18,900,214,90,26.75326818783542,4.25903708832107,4/29,7,91,0,Bowler,England,Bowl,Win
Hamilton Khan,8978,Test,163,189,3220,27.741677985854075,82.63704548987934,207,5,60,1833,59,0,0.0,0.0,3/42,6,112,29,Wicketkeeper,Germany,Bat,Win
Virat Jayawardene,8979,T20,137,249,6353,42.22020239984772,107.41281101519624,130,9,61,1297,90,292,31.772904957469063,5.532647906618825,3/15,4,17,0,All-rounder,Hungary,Bowl,Loss
Marnus Afridi,8980,ODI,191,26,896,17.714623913785793,46.348907659536565,156,14,85,1863,5,127,26.44383627003076,3.2805540613798208,1/82,7,98,0,Bowler,Netherlands,Bat,Win
Rahul Sangakkara,8981,ODI,37,189,437,26.78920995483905,28.57451188794983,276,23,70,135,221,120,20.494330455257828,7.76427644277888,3/28,5,44,1,Bowler,India,Bowl,Draw
Habibul Khan,8982,Test,154,140,815,15.0335519789488,24.967657075606308,53,3,90,1496,4,425,21.171815383585937,3.6980893930770096,8/39,0,94,0,Bowler,India,Bowl,Draw
Imran Pollard,8983,T20,2,181,2041,79.92906942234791,141.62128842404888,243,46,34,1347,165,32,10.012736151895968,1.375323965990039,0/86,3,77,0,Batsman,India,Bowl,Draw
Adam Sangakkara,8984,T20,167,21,6545,31.525552781312555,108.7266011181651,214,49,42,370,63,282,31.49775366423796,3.0387989556469703,8/23,3,67,0,All-rounder,Italy,Bat,Win
Jaskaran Zaman,8985,ODI,79,163,3665,84.09677852492594,139.3753596576192,10,34,4,153,133,17,14.139357327456308,4.210040212684877,1/25,0,19,0,Batsman,Sweden,Bat,Loss
Wanindu Narine,8986,ODI,102,71,7860,89.86466458334792,144.34706711733412,218,14,45,1610,13,23,13.794988707027796,1.5174251199930069,8/17,9,19,0,Batsman,India,Bat,Win
Ben McCullum,8987,ODI,44,82,5515,37.08023177787906,83.46280167351587,204,36,34,837,51,90,26.217026234326102,4.014416155508602,4/24,0,63,0,All-rounder,Bulgaria,Bowl,Draw
Rahul Rauf,8988,T20,184,155,2338,28.72029911448592,57.58466923330696,200,1,99,416,177,36,11.878222004792764,2.269334013808645,0/88,5,39,0,Batsman,Ireland Republic,Bowl,Draw
Zaheer Boycott,8989,T20,17,47,272,10.998692925187836,61.88517456723785,71,46,86,1045,272,488,25.10950804294273,5.411774091875954,0/47,0,28,0,Bowler,Sri Lanka,Bat,Win
Brendon Smith,8990,T20,48,194,6906,40.914878723345865,64.71578230134439,108,39,35,255,167,212,20.505022362140885,4.029347005444295,9/23,7,84,0,All-rounder,Italy,Bat,Draw
Wasim Taylor,8991,ODI,114,224,4736,40.81731942801088,71.21729852833677,26,27,3,988,35,0,0.0,0.0,0/51,1,124,13,Wicketkeeper,Romania,Bowl,Win
Graham Foakes,8992,T20,140,237,1109,31.54332912245988,67.42015618017594,288,4,60,1604,73,0,0.0,0.0,2/24,2,118,44,Wicketkeeper,Australia,Bowl,Loss
Saurabh Williamson,8993,T20,108,280,4759,44.6483297302932,74.94977499302684,4,22,1,1664,48,0,0.0,0.0,7/30,2,89,34,Wicketkeeper,Germany,Bowl,Draw
Shahid Markram,8994,Test,128,10,414,11.374450591531136,24.44266052758718,264,8,34,853,196,155,27.19690111113744,4.667526180279024,1/80,3,31,0,Bowler,Pakistan,Bowl,Loss
Imran Mahmudullah,8995,T20,198,152,1338,35.557388021326126,97.21328529877462,140,6,45,34,208,0,0.0,0.0,8/91,7,97,22,Wicketkeeper,Kuwait,Bat,Draw
Prithvi Afridi,8996,T20,150,104,2468,30.41312779055428,78.40460598589087,224,3,3,1207,30,0,0.0,0.0,1/10,2,192,10,Wicketkeeper,Germany,Bowl,Loss
Muttiah Malhotra,8997,ODI,193,124,629,12.319201642406544,16.477194408143443,88,18,59,1246,184,289,28.456240256261857,3.356461465448015,6/80,0,85,0,Bowler,India,Bowl,Draw
Ross Rabada,8998,T20,76,185,2359,77.9611046970924,143.4239429283516,133,7,47,1149,77,31,21.262677196129765,3.107089219054474,3/69,2,63,0,Batsman,Hong Kong,Bowl,Win
Jasprit Border,8999,Test,47,290,1849,45.89423557156892,117.09338592435044,102,30,3,1858,107,272,26.989767716823007,6.280145597831428,4/53,8,36,0,All-rounder,Pakistan,Bat,Draw
Anrich Maxwell,9000,Test,171,41,3560,43.29778168591747,56.33183426178891,124,13,69,1666,102,228,20.44622051430775,4.630831918804473,5/41,8,5,0,All-rounder,Germany,Bowl,Draw
Brendan Root,9001,T20,99,11,3834,29.30951350527799,147.55647987074713,82,28,50,1222,206,31,20.06007578813354,4.042487143808082,9/80,8,54,0,Batsman,Czech Republic,Bowl,Loss
Shadab Rizwan,9002,T20,51,218,4913,29.42010650508844,89.66701006507088,266,8,16,128,75,0,0.0,0.0,6/60,3,112,19,Wicketkeeper,Uganda,Bowl,Win
Babar Jayasuriya,9003,Test,120,1,1075,37.13327403198966,77.81363181228856,262,36,3,809,96,0,0.0,0.0,4/53,9,99,11,Wicketkeeper,West Indies,Bat,Loss
Virat van der Dussen,9004,ODI,137,171,5891,46.03718207349662,129.169490683726,56,5,85,1593,248,177,22.81795911215648,4.1818960504496845,8/53,8,50,0,All-rounder,India,Bat,Loss
Aiden Guptill,9005,ODI,110,282,8091,82.60371042543926,128.2566863219654,286,41,56,1879,231,16,26.40687301912048,1.7758931909314637,5/68,1,66,0,Batsman,USA,Bowl,Loss
Imran Shaw,9006,ODI,39,53,4953,36.18027970278698,103.66217618521658,186,27,84,1011,93,261,28.12887052166019,6.8055391955956726,0/35,5,4,0,All-rounder,India,Bat,Loss
Graeme Waugh,9007,Test,117,125,1052,30.38554306136256,90.2632769514068,173,44,75,1252,277,199,28.32698343630984,6.109756964044136,7/11,2,12,0,All-rounder,Canada,Bowl,Draw
Steve de Silva,9008,ODI,108,175,954,25.8338847577965,11.18389384955076,134,9,6,221,285,162,23.715774015190227,5.688120103841691,8/91,1,46,0,Bowler,India,Bowl,Win
Josh Pandya,9009,T20,17,265,593,10.942318719935368,22.7035266815174,93,44,47,735,165,180,22.224135098641963,5.320738926930547,7/12,7,88,0,Bowler,Pakistan,Bat,Loss
Adam Botham,9010,ODI,111,265,3126,42.99802959604207,58.06398824206403,8,2,91,863,250,0,0.0,0.0,8/54,7,142,34,Wicketkeeper,Portugal,Bowl,Draw
Dimuth Ganguly,9011,Test,197,199,539,43.67096791334751,72.54274735633905,8,11,76,1620,211,133,25.621380265515786,6.764482382898642,4/61,3,51,0,All-rounder,England,Bowl,Draw
Babar Rauf,9012,Test,144,256,7487,32.49328641395288,69.40504467195797,112,35,32,1775,129,22,17.218187479686016,1.6374799406790754,0/85,6,61,0,Batsman,India,Bat,Loss
Dale Starc,9013,Test,110,172,437,23.215757672555448,18.61241529405906,121,10,76,1471,222,481,27.62521426933701,5.428124823837639,0/15,9,36,11,Bowler,Germany,Bowl,Win
Shahid Warner,9014,Test,108,59,7719,27.25001244107057,60.21073640835888,107,8,67,463,63,39,20.005351492858946,3.748562861667329,6/77,6,99,0,Batsman,Germany,Bowl,Loss
Ben Hobbs,9015,Test,31,106,909,35.60640264362628,64.88895114487305,271,5,55,1283,177,174,20.411226300238106,6.84330492462095,7/32,3,54,0,All-rounder,Pakistan,Bat,Draw
Haris Netravalkar,9016,ODI,129,125,4309,29.16022184810308,74.17071994052276,257,11,24,1530,182,0,0.0,0.0,1/62,4,68,13,Wicketkeeper,Denmark,Bat,Draw
Mahela Jadeja,9017,Test,91,16,4147,29.324150329464143,108.07517222673069,197,45,83,1040,2,33,21.193005422995085,3.0895386872915305,7/71,8,11,21,Batsman,India,Bowl,Draw
Jofra Miandad,9018,ODI,116,38,1429,40.36511260481128,63.1218997036275,117,40,34,588,147,0,0.0,0.0,2/23,1,195,45,Wicketkeeper,Spain,Bat,Win
Glenn Labuschagne,9019,T20,63,243,7793,33.11332519046441,67.52242716657683,155,7,72,354,98,20,11.566245490930552,2.430508450162178,6/42,0,95,0,Batsman,India,Bat,Win
Imran Khan,9020,ODI,22,210,351,23.114008227648256,61.30315804801454,127,40,93,935,18,197,27.54180016507937,5.978591969390115,4/15,1,33,0,Bowler,Germany,Bat,Loss
Tamim Gavaskar,9021,ODI,68,285,539,11.234852102453967,58.03299797048359,42,12,38,1441,69,160,23.218999640715506,3.932357567258995,6/24,2,98,0,Bowler,India,Bat,Draw
Wanindu Ur Rahman,9022,T20,194,168,358,11.693665013583573,67.42557456027771,62,42,22,439,77,130,28.45382403404184,3.914426352781503,1/70,5,12,0,Bowler,India,Bowl,Draw
Sachin Afridi,9023,T20,161,264,674,24.71581854696129,34.90322738551685,144,8,10,522,13,430,25.31448199671436,4.876116252358091,4/62,4,22,0,Bowler,England,Bowl,Loss
Ali Williamson,9024,T20,96,98,2024,36.83673726243719,89.55838123983237,274,19,78,995,192,95,30.871010397034222,5.146388163606938,8/76,2,16,7,All-rounder,Afghanistan,Bowl,Win
Rahul Steyn,9025,T20,68,134,598,32.46215674585188,78.03798659812766,22,39,21,984,187,248,32.31307787093497,6.008599781450931,4/75,3,10,0,All-rounder,Ireland Republic,Bat,Loss
Wasim Nabi,9026,T20,7,181,469,20.790238920425303,42.68275281296509,274,9,80,1319,245,285,27.62763915190212,7.359744610560891,0/29,5,58,0,Bowler,United Arab Emirates,Bowl,Draw
Mujeeb Sharma,9027,T20,93,222,976,19.08773484490583,39.70851489406111,128,40,46,652,30,241,20.324427463568952,3.699308976814764,1/61,3,53,0,Bowler,India,Bowl,Win
Marnus Boycott,9028,T20,155,149,480,28.541324541972813,38.63785814391197,298,26,11,663,44,184,22.7233434829727,5.93828611895986,2/26,5,48,0,Bowler,Bulgaria,Bowl,Win
Zaheer Bavuma,9029,T20,44,244,285,21.46132342393696,22.66916409581,280,3,34,1123,201,86,27.755791205201607,4.056084748929804,5/44,3,90,0,Bowler,Czech Republic,Bowl,Draw
Sanath Rauf,9030,Test,95,76,1482,28.087673077851928,105.84550370207178,181,9,33,1313,229,0,0.0,0.0,2/27,8,152,27,Wicketkeeper,Italy,Bowl,Win
Ali de Silva,9031,ODI,69,262,472,24.211630193141808,13.115689199244011,261,48,0,1159,224,182,24.634919054724783,3.3580320598886666,1/45,3,52,0,Bowler,Austria,Bowl,Win
Rohit Muralitharan,9032,Test,72,231,2399,31.103128917198987,113.24427186168074,227,18,31,1270,79,0,0.0,0.0,5/77,0,103,46,Wicketkeeper,Romania,Bat,Win
Dale Malhotra,9033,ODI,30,191,6094,28.184577838846792,94.46373117076044,250,9,3,209,19,52,24.12177452182136,5.747233264824951,1/50,1,24,0,All-rounder,New Zealand,Bowl,Win
Wasim Afridi,9034,T20,59,134,4724,91.63776554394352,144.9607082276206,80,49,23,902,177,10,25.312644611571223,4.230320512586387,7/41,2,8,0,Batsman,United Arab Emirates,Bat,Loss
Brendan Pant,9035,ODI,154,252,4184,95.04491120376304,52.83318134526878,75,47,70,317,264,32,11.420342197689514,2.6126286979434767,7/25,1,6,0,Batsman,Bangladesh,Bat,Win
Ian Afridi,9036,ODI,151,245,831,15.069603556825012,18.339243643549416,280,22,75,1008,101,296,28.047056491706133,3.7783779032368514,0/99,5,61,0,Bowler,England,Bat,Loss
Jofra Taylor,9037,Test,41,265,2910,54.5215230447407,85.97965777693892,201,35,21,1581,200,20,19.43168840246139,4.663617717150583,2/57,5,67,0,Batsman,England,Bat,Win
Shaun Dev,9038,T20,187,4,2364,31.095349336284485,81.64014907129274,118,40,34,1237,179,0,0.0,0.0,3/41,8,158,43,Wicketkeeper,Qatar,Bowl,Loss
Anrich Ur Rahman,9039,ODI,79,37,6744,49.970953419207625,91.85301925361358,251,8,84,1222,77,13,26.150375385531056,1.493110480476307,6/79,2,79,0,Batsman,Sri Lanka,Bowl,Win
Mohammad Mathews,9040,Test,147,71,3989,41.01635738016523,57.97443222576396,121,1,28,126,136,0,0.0,0.0,2/17,4,92,27,Wicketkeeper,Zimbabwe,Bowl,Loss
Sanath Khan,9041,ODI,72,262,5930,82.6795249425081,85.14207570888294,173,18,16,1405,56,35,25.145140899781257,2.720182508457381,0/92,0,84,0,Batsman,Malta,Bat,Loss
Hamilton Sangakkara,9042,Test,1,237,7487,56.40410346842826,65.22612772571978,58,7,27,12,244,12,12.80284284995284,3.4494804252811915,0/28,2,20,19,Batsman,United Arab Emirates,Bowl,Draw
